family,run_name,seed,best_metrics.test/accuracy,best_metrics.test/f1,best_metrics.test/mcc,best_metrics.test/pr_auc,best_metrics.test/precision,best_metrics.test/recall,best_metrics.test/roc_auc,best_metrics.val/accuracy,best_metrics.val/f1,best_metrics.val/mcc,best_metrics.val/pr_auc,best_metrics.val/precision,best_metrics.val/recall,best_metrics.val/roc_auc,parameter_size_bytes,benchmark.latency_mean_seconds,benchmark.latency_std_seconds,benchmark.peak_memory_bytes
Transformer-reconstruction-quant,065-lay3-mod48-lat12-ff96,43,0.6713093,0.7212297,0.33962807,0.84126085,0.656866,0.79957706,0.78242666,0.66294664,0.7148086,0.32228845,0.8500681,0.64978707,0.7942899,0.7812021,298724,0.0018566407,0.00012477393,230400
Transformer-reconstruction-quant,065-lay3-mod48-lat12-ff96,44,0.6140404,0.7160541,0.24726355,0.828819,0.58810306,0.91516185,0.77798486,0.58967036,0.7053122,0.19309247,0.8320734,0.57056695,0.9233773,0.7600718,298724,0.0018075425,9.583393e-05,230400
Transformer-reconstruction-quant,066-lay3-mod48-lat12-ff128,42,0.5321164,0.69447815,0.019827515,0.80307955,0.53195447,1.0,0.7362789,0.5318799,0.6943629,0.0074290456,0.8148074,0.5318422,0.99991864,0.7094108,317924,0.0018260048,5.944046e-05,230400
Transformer-reconstruction-quant,066-lay3-mod48-lat12-ff128,43,0.7170293,0.7341299,0.43170843,0.84239185,0.7335932,0.7346673,0.7870363,0.6812441,0.6981526,0.3605597,0.8345621,0.7031933,0.69318366,0.75069445,317924,0.0018205065,4.2809752e-05,230400
Transformer-reconstruction-quant,066-lay3-mod48-lat12-ff128,44,0.7057831,0.73080575,0.40767226,0.8498388,0.71165407,0.75101674,0.7870546,0.71956915,0.7369233,0.43669528,0.86984015,0.7352822,0.73857164,0.8088817,317924,0.0018377191,3.809457e-05,230400
Transformer-reconstruction-quant,067-lay3-mod48-lat16-ff96,42,0.53194344,0.6943825,0.011788871,0.7966609,0.5318652,0.99991864,0.7256806,0.5317934,0.6943409,0.0,0.8024809,0.5317934,1.0,0.70112294,299124,0.0017905849,6.2613515e-05,230400
Transformer-reconstruction-quant,067-lay3-mod48-lat16-ff96,43,0.53133786,0.6939525,-0.019519864,0.723406,0.5315678,0.9991866,0.6204137,0.5317934,0.6943409,0.0,0.74351335,0.5317934,1.0,0.61815655,299124,0.0017974447,7.295898e-05,230400
Transformer-reconstruction-quant,067-lay3-mod48-lat16-ff96,44,0.5318137,0.6943409,0.007009024,0.7897564,0.5317934,1.0,0.7171923,0.5317934,0.6943409,0.0,0.7921484,0.5317934,1.0,0.6871815,299124,0.0017658138,3.6657595e-05,230400
Transformer-reconstruction-quant,068-lay3-mod48-lat16-ff128,42,0.5314676,0.6940631,-0.01633043,0.71058613,0.5316286,0.9994306,0.581457,0.5317934,0.6943409,0.0,0.74988353,0.5317934,1.0,0.61723626,318324,0.0017926996,8.376664e-05,230400
Transformer-reconstruction-quant,068-lay3-mod48-lat16-ff128,43,0.5317704,0.6943213,0.0,0.72635424,0.5317704,1.0,0.616979,0.5317934,0.6943409,0.0,0.7664139,0.5317934,1.0,0.6480384,318324,0.0017845659,3.1161755e-05,230400
Transformer-reconstruction-quant,068-lay3-mod48-lat16-ff128,44,0.5261473,0.6894753,-0.06936309,0.7387003,0.5291277,0.98926306,0.64933354,0.5318367,0.69434327,0.0045310264,0.7595544,0.53181916,0.99991864,0.6394582,318324,0.0017771207,4.2345782e-05,230400
Transformer-reconstruction-quant,069-lay3-mod64-lat4-ff128,42,0.6693196,0.71158564,0.33361825,0.8345595,0.66354746,0.76712215,0.77506113,0.67588025,0.7293089,0.3511904,0.8501132,0.6560083,0.82105094,0.79156196,518948,0.0019339148,3.735453e-05,230400
Transformer-reconstruction-quant,069-lay3-mod64-lat4-ff128,43,0.63584065,0.70106167,0.26780123,0.82790875,0.6220934,0.80299336,0.75776076,0.658794,0.7211341,0.31812102,0.85569686,0.6377564,0.8295917,0.79286,518948,0.001901813,5.203218e-05,230400
Transformer-reconstruction-quant,069-lay3-mod64-lat4-ff128,44,0.74605304,0.76791716,0.48897928,0.8696866,0.74698144,0.79006016,0.8318604,0.7295181,0.7629194,0.4570774,0.8788956,0.7145089,0.8183667,0.8286117,518948,0.0018918207,3.5261826e-05,230400
Transformer-reconstruction-quant,070-lay3-mod64-lat8-ff128,42,0.7037934,0.68940496,0.4235552,0.8284209,0.77916753,0.6181877,0.7660391,0.7292153,0.7169214,0.47434488,0.85052454,0.8072301,0.64478606,0.76880103,519476,0.0018154203,2.9546974e-05,230400
Transformer-reconstruction-quant,070-lay3-mod64-lat8-ff128,43,0.7153856,0.7451785,0.42703855,0.85458225,0.7111916,0.78257686,0.8091703,0.6930963,0.72195005,0.38178,0.85721254,0.6965893,0.7492273,0.7884228,519476,0.0018073523,5.1160856e-05,230400
Transformer-reconstruction-quant,070-lay3-mod64-lat8-ff128,44,0.6921147,0.7062804,0.38311926,0.82912713,0.71675044,0.6961119,0.7715098,0.68885714,0.70912695,0.37472922,0.84713,0.70510656,0.7131934,0.7686625,519476,0.0018797233,5.258336e-05,230400
Transformer-reconstruction-quant,071-lay3-mod64-lat12-ff128,42,0.53228945,0.69455665,0.024285749,0.78821516,0.53204656,1.0,0.7263994,0.5319232,0.6943825,0.009779898,0.79002124,0.5318652,0.99991864,0.68275255,520004,0.0018777142,2.9664336e-05,230400
Transformer-reconstruction-quant,071-lay3-mod64-lat12-ff128,43,0.5317704,0.6943213,0.0,0.7881864,0.5317704,1.0,0.7078707,0.5317934,0.6943409,0.0,0.7995807,0.5317934,1.0,0.6893925,520004,0.0018814978,2.738998e-05,230400
Transformer-reconstruction-quant,071-lay3-mod64-lat12-ff128,44,0.53427917,0.6954603,0.05344506,0.81966317,0.5331078,1.0,0.7554599,0.5319232,0.6943825,0.009779898,0.82899255,0.5318652,0.99991864,0.74583465,520004,0.0018837824,8.7867345e-05,230400
Transformer-reconstruction-quant,072-lay3-mod64-lat16-ff128,42,0.5317704,0.6942695,0.0010258378,0.7719905,0.53177863,0.999756,0.6942483,0.53196645,0.6943675,0.009663394,0.7908053,0.53189373,0.999756,0.6819697,520532,0.0018638171,2.763605e-05,230400
Transformer-reconstruction-quant,072-lay3-mod64-lat16-ff128,43,0.75946194,0.7228231,0.5725075,0.8558943,0.93332475,0.5897999,0.7886925,0.78237736,0.74810994,0.6234606,0.86111474,0.97291315,0.6076948,0.78603727,520532,0.0018597066,5.467723e-05,230400
Transformer-reconstruction-quant,072-lay3-mod64-lat16-ff128,44,0.53190017,0.6943629,0.00977898,0.7586555,0.5318422,0.99991864,0.6674939,0.5318799,0.6943801,0.009913143,0.80185103,0.53183943,1.0,0.6925814,520532,0.0018666591,6.310682e-05,230400
Transformer-reconstruction-quant,073-lay1-mod32-lat4-ff196,42,0.7462261,0.76624566,0.48943838,0.8726707,0.75095665,0.7821702,0.8348712,0.7525737,0.7778641,0.5025288,0.8937403,0.74427766,0.814625,0.8491624,68516,0.0006696455,5.8814814e-05,230400
Transformer-reconstruction-quant,073-lay1-mod32-lat4-ff196,43,0.73502314,0.75196373,0.46759608,0.8690008,0.74862945,0.7553278,0.8192812,0.7383857,0.75703037,0.4739294,0.8820335,0.7478965,0.7663901,0.82785934,68516,0.00066020095,2.975784e-05,230400
Transformer-reconstruction-quant,073-lay1-mod32-lat4-ff196,44,0.75924563,0.76451176,0.52083135,0.8784039,0.7965967,0.7349113,0.83818424,0.76568043,0.7714635,0.53331006,0.89271873,0.80138487,0.7436961,0.8445422,68516,0.00065942353,2.2637108e-05,230400
Transformer-reconstruction-quant,074-lay1-mod32-lat8-ff196,42,0.53172714,0.69423264,-0.0013831566,0.8008084,0.53175837,0.9996746,0.70904326,0.5317934,0.6943409,0.0,0.8201339,0.5317934,1.0,0.7280183,68788,0.0006721703,3.4913908e-05,230400
Transformer-reconstruction-quant,074-lay1-mod32-lat8-ff196,43,0.71715903,0.7191272,0.43888944,0.8548325,0.7619004,0.6809012,0.8002793,0.73436284,0.7364943,0.47322896,0.86910355,0.77940243,0.6980641,0.8049833,68788,0.0006636275,2.764322e-05,230400
