family,run_name,seed,best_epoch,total_epochs,best_metrics.test/accuracy,best_metrics.test/f1,best_metrics.test/mcc,best_metrics.test/pr_auc,best_metrics.test/precision,best_metrics.test/recall,best_metrics.test/roc_auc,best_metrics.val/accuracy,best_metrics.val/f1,best_metrics.val/mcc,best_metrics.val/pr_auc,best_metrics.val/precision,best_metrics.val/recall,best_metrics.val/roc_auc,best_metrics.train/loss,last_metrics.train/loss,parameter_count,benchmark.latency_mean_seconds,benchmark.latency_std_seconds,benchmark.peak_memory_bytes
TCN-light-forecasting,219-h64-sep1-hid64-bl2-ker7-fs32-tb1-mix128,43,80,110,0.7951939,0.8073465,0.59262615,0.9126441,0.8464853,0.77166706,0.87205255,0.7956211,0.80681527,0.59461904,0.91011685,0.85058516,0.7673296,0.86733925,0.25439,0.24636388,34331,0.00036311563,1.3821775e-05,33792
TCN-light-forecasting,219-h64-sep1-hid64-bl2-ker7-fs32-tb1-mix128,44,90,110,0.81699437,0.83050203,0.6333987,0.92439014,0.85631084,0.8062034,0.8925102,0.8179253,0.83136594,0.6352891,0.9240821,0.85731673,0.80694,0.8916216,0.25078157,0.24739188,34331,0.00036238512,1.2282544e-05,33792
TCN-light-forecasting,220-h64-sep1-hid64-bl2-ker7-fs32-tb2-mix128,42,100,110,0.80284,0.8208733,0.60186046,0.9176001,0.82958627,0.81234145,0.8853184,0.8014475,0.8188689,0.5996141,0.9157941,0.8311557,0.80694,0.88044035,0.23392388,0.23355933,44635,0.00037320488,2.0039202e-05,33792
TCN-light-forecasting,220-h64-sep1-hid64-bl2-ker7-fs32-tb2-mix128,43,70,110,0.79396504,0.8147936,0.58265173,0.90831697,0.814627,0.8149603,0.8747241,0.79129684,0.8118048,0.57759625,0.9066204,0.8143116,0.80931336,0.8708452,0.2450218,0.23044609,44635,0.00037816342,1.1825121e-05,33792
TCN-light-forecasting,220-h64-sep1-hid64-bl2-ker7-fs32-tb2-mix128,44,90,110,0.79728746,0.817713,0.5894199,0.91604036,0.8178469,0.81757915,0.881895,0.794119,0.81412077,0.5834512,0.9148509,0.817649,0.8106228,0.8779507,0.24044533,0.2310174,44635,0.00038086143,1.357137e-05,43680
TCN-light-forecasting,221-h64-sep1-hid64-bl2-ker7-fs64-tb1-mix128,42,100,110,0.8184963,0.8264729,0.643468,0.9267474,0.8823748,0.77723217,0.8941119,0.8204743,0.8269568,0.64972824,0.9225304,0.89132696,0.7712579,0.8844806,0.2215254,0.22255692,36379,0.0003687493,1.1979514e-05,33792
TCN-light-forecasting,221-h64-sep1-hid64-bl2-ker7-fs64-tb1-mix128,43,100,110,0.771846,0.8012055,0.5355211,0.9084224,0.77719647,0.8267452,0.8685971,0.7675816,0.79551464,0.52724904,0.90509415,0.7789193,0.8128325,0.86056894,0.22478938,0.22200888,36379,0.0003721602,1.351641e-05,33792
TCN-light-forecasting,221-h64-sep1-hid64-bl2-ker7-fs64-tb1-mix128,44,40,110,0.8277353,0.84385955,0.65189224,0.93088305,0.8507736,0.83705705,0.90468395,0.82671034,0.84306854,0.64972526,0.9302436,0.84933555,0.8368934,0.9030513,0.2599406,0.22264902,36379,0.00036566652,1.1996802e-05,43680
TCN-light-forecasting,222-h64-sep1-hid64-bl2-ker7-fs64-tb2-mix128,42,100,110,0.8245949,0.83513004,0.6516385,0.93396777,0.87487674,0.7988379,0.9044186,0.8285311,0.8379437,0.6608289,0.93233883,0.88327587,0.7970374,0.8994518,0.21583213,0.21286306,48731,0.00038170684,1.7762835e-05,33792
TCN-light-forecasting,222-h64-sep1-hid64-bl2-ker7-fs64-tb2-mix128,43,110,110,0.817586,0.8271818,0.63934475,0.9283965,0.8741456,0.78500694,0.89774287,0.8185625,0.8270566,0.6428527,0.92673296,0.88013667,0.78001475,0.8915038,0.21461461,0.21461461,48731,0.00037851784,1.684564e-05,33792
TCN-light-forecasting,222-h64-sep1-hid64-bl2-ker7-fs64-tb2-mix128,44,110,110,0.7910522,0.80720615,0.58044446,0.90861344,0.8289633,0.7865619,0.8714151,0.7902954,0.80575114,0.57963896,0.9076738,0.8310141,0.7819789,0.86632323,0.2126754,0.2126754,48731,0.00038164147,3.8215767e-05,33792
TCN-light-forecasting,223-h120-sep1-hid16-bl2-ker7-fs30-tb1-mix32,42,90,110,0.8066837,0.8249614,0.6120615,0.9249172,0.85790694,0.7944527,0.87516606,0.80436426,0.8217843,0.6088968,0.92116076,0.86025095,0.78661054,0.86936045,0.31259406,0.31184396,7187,0.00029107337,1.23166565e-05,15360
TCN-light-forecasting,223-h120-sep1-hid16-bl2-ker7-fs30-tb1-mix32,43,90,110,0.8046956,0.8256865,0.60479236,0.92204577,0.84562135,0.80666995,0.8719961,0.8052163,0.8255099,0.6066249,0.921527,0.84872264,0.8035331,0.870363,0.3138476,0.31271556,7187,0.00028906623,1.1690952e-05,15360
TCN-light-forecasting,223-h120-sep1-hid16-bl2-ker7-fs30-tb1-mix32,44,100,110,0.79967815,0.8179785,0.5987529,0.92130715,0.8538973,0.78495955,0.87096983,0.8004355,0.8175839,0.60185254,0.9199578,0.8590653,0.77992404,0.8691892,0.3117821,0.31477672,7187,0.00029114026,1.1270923e-05,15360
TCN-light-forecasting,224-h120-sep1-hid16-bl2-ker7-fs30-tb2-mix32,42,90,110,0.82590175,0.8396267,0.655528,0.9325413,0.8898336,0.7947829,0.88840526,0.825097,0.83808774,0.6553559,0.92997915,0.893154,0.7894172,0.8839449,0.30052227,0.29798695,11419,0.00029045445,9.646344e-06,15360
TCN-light-forecasting,224-h120-sep1-hid16-bl2-ker7-fs30-tb2-mix32,43,80,110,0.823961,0.83734965,0.652483,0.93186843,0.8904288,0.7902427,0.8859977,0.8250024,0.8378438,0.6554564,0.93097895,0.89386994,0.78842664,0.8847564,0.29456246,0.2931033,11419,0.0002940094,1.3241255e-05,15360
TCN-light-forecasting,224-h120-sep1-hid16-bl2-ker7-fs30-tb2-mix32,44,110,110,0.8482912,0.8594483,0.7024945,0.94005805,0.91673684,0.8088988,0.8952013,0.8463031,0.85701704,0.699749,0.93747616,0.9184521,0.8032855,0.891147,0.29800987,0.29800987,11419,0.0002967734,1.1224543e-05,15360
TCN-light-forecasting,225-h120-sep1-hid16-bl2-ker7-fs60-tb1-mix32,42,90,110,0.81662405,0.83659524,0.62870014,0.9295997,0.8553562,0.8186396,0.8860394,0.8216889,0.8393398,0.641313,0.92999727,0.86826086,0.81228334,0.88510543,0.289377,0.28915703,10787,0.000290425,1.0581194e-05,15360
TCN-light-forecasting,225-h120-sep1-hid16-bl2-ker7-fs60-tb1-mix32,43,20,110,0.8286945,0.8438808,0.65825933,0.9262477,0.88379866,0.8074129,0.88343483,0.8240557,0.8386929,0.6504602,0.924403,0.8841614,0.7976721,0.8778369,0.31205606,0.28405637,10787,0.00028901256,9.263439e-06,15360
TCN-light-forecasting,225-h120-sep1-hid16-bl2-ker7-fs60-tb1-mix32,44,80,110,0.82064754,0.83695513,0.6413326,0.93117297,0.8741573,0.80279016,0.8875656,0.8204582,0.835879,0.6423827,0.92858785,0.87833047,0.79734194,0.88042057,0.29240546,0.2875934,10787,0.0002913551,1.1039714e-05,15360
TCN-light-forecasting,226-h120-sep1-hid16-bl2-ker7-fs60-tb2-mix32,42,80,110,0.823109,0.8381901,0.64793223,0.92900765,0.8814316,0.7989929,0.8876759,0.8249077,0.83880246,0.6533549,0.9284414,0.88839656,0.7944527,0.88384914,0.27931386,0.27976468,18619,0.0002965238,1.6427586e-05,15360
TCN-light-forecasting,226-h120-sep1-hid16-bl2-ker7-fs60-tb2-mix32,43,80,110,0.8182808,0.83477515,0.636584,0.9279173,0.8720439,0.8005613,0.8816466,0.8185648,0.83403337,0.6387371,0.92678887,0.87706035,0.79503053,0.8788445,0.27927178,0.28206,18619,0.00029854124,1.0185292e-05,15360
TCN-light-forecasting,226-h120-sep1-hid16-bl2-ker7-fs60-tb2-mix32,44,50,110,0.7989681,0.8180923,0.59627324,0.9236128,0.8501736,0.7883441,0.8786486,0.8037489,0.8210926,0.6078434,0.92419463,0.860217,0.7853723,0.8788596,0.28429198,0.27919513,18619,0.000301103,3.8933125e-05,15360
TCN-light-forecasting,227-h120-sep1-hid16-bl2-ker7-fs120-tb1-mix32,42,100,110,0.823961,0.8416301,0.64557695,0.93255895,0.8692057,0.81575036,0.88944495,0.8274165,0.8443211,0.6531847,0.9325797,0.8744914,0.8161631,0.89002484,0.27698392,0.2766428,17987,0.00029213814,1.4176773e-05,15360
TCN-light-forecasting,227-h120-sep1-hid16-bl2-ker7-fs120-tb1-mix32,43,50,110,0.8212629,0.83669233,0.6438843,0.93309045,0.8787246,0.7984976,0.88889223,0.8302092,0.8439417,0.6636088,0.93393654,0.8921902,0.80064386,0.89086354,0.28444195,0.27732515,17987,0.00028787213,1.5604503e-05,20640
TCN-light-forecasting,227-h120-sep1-hid16-bl2-ker7-fs120-tb1-mix32,44,100,110,0.79324055,0.8173455,0.57951134,0.9210309,0.82822037,0.8067525,0.87464106,0.7908738,0.81330293,0.5767752,0.9182819,0.83316016,0.7943702,0.8692432,0.27553812,0.27783424,17987,0.00029155833,1.0308162e-05,20640
TCN-light-forecasting,228-h120-sep1-hid16-bl2-ker7-fs120-tb2-mix32,42,110,110,0.81553537,0.83113056,0.63281834,0.9305888,0.87476057,0.791646,0.88889617,0.8170974,0.8310894,0.6384608,0.92850506,0.8832931,0.7847119,0.8831293,0.2712098,0.2712098,33019,0.00030040555,9.800617e-06,15360
TCN-light-forecasting,228-h120-sep1-hid16-bl2-ker7-fs120-tb2-mix32,43,70,110,0.80299157,0.82338965,0.60226685,0.92614037,0.84718823,0.8008915,0.8860323,0.80554765,0.8237817,0.6099709,0.9239426,0.85747457,0.79263663,0.8815517,0.27195352,0.26794937,33019,0.0002978036,1.1384483e-05,15360
TCN-light-forecasting,228-h120-sep1-hid16-bl2-ker7-fs120-tb2-mix32,44,100,110,0.83484805,0.8495278,0.6706494,0.93941766,0.88946086,0.81302625,0.9023505,0.83527404,0.8482073,0.6745839,0.93686306,0.8992786,0.80262506,0.8961584,0.26803824,0.26761696,33019,0.0003054509,1.1630454e-05,15360
TCN-light-forecasting,229-h120-sep1-hid32-bl2-ker7-fs30-tb1-mix64,42,90,110,0.8155827,0.8291977,0.6362628,0.92667884,0.8841623,0.780667,0.87990946,0.8188488,0.83119404,0.6447696,0.92593384,0.8924884,0.7777778,0.8777292,0.28735572,0.2884741,13699,0.00031305675,1.2387781e-05,30720
TCN-light-forecasting,229-h120-sep1-hid32-bl2-ker7-fs30-tb1-mix64,43,80,110,0.8104705,0.8272649,0.6213812,0.92307204,0.86643773,0.79148096,0.8727519,0.8104705,0.8268016,0.62209,0.9242373,0.8685024,0.7889219,0.8751686,0.2905691,0.29254904,13699,0.00031217668,1.2390806e-05,30720
TCN-light-forecasting,229-h120-sep1-hid32-bl2-ker7-fs30-tb1-mix64,44,110,110,0.8013822,0.82450855,0.5961169,0.92623234,0.83562225,0.81368667,0.8779338,0.8056423,0.827174,0.60597306,0.92772484,0.8438681,0.8111276,0.8822406,0.29614848,0.29614848,13699,0.00031304025,1.30849e-05,30720
TCN-light-forecasting,230-h120-sep1-hid32-bl2-ker7-fs30-tb2-mix64,42,110,110,0.8203162,0.8354858,0.64252704,0.93158615,0.8794708,0.79569095,0.8878126,0.8208842,0.83524907,0.644956,0.93164915,0.8837295,0.7918111,0.8875768,0.27249467,0.27249467,19467,0.00031954798,1.1072617e-05,30720
TCN-light-forecasting,230-h120-sep1-hid32-bl2-ker7-fs30-tb2-mix64,43,70,110,0.83243394,0.84788585,0.66484725,0.9404785,0.8842086,0.8144296,0.9062289,0.83366466,0.84893817,0.66744494,0.93848014,0.8857194,0.81509,0.901419,0.27841234,0.2734641,19467,0.0003219884,1.3188065e-05,30720
TCN-light-forecasting,230-h120-sep1-hid32-bl2-ker7-fs30-tb2-mix64,44,90,110,0.82798445,0.84283364,0.65748686,0.9348097,0.8851744,0.8043586,0.89458543,0.82613844,0.8402696,0.6552523,0.9324962,0.88787794,0.797507,0.8894113,0.27409062,0.27718472,19467,0.0003224735,1.2085979e-05,30720
TCN-light-forecasting,231-h120-sep1-hid32-bl2-ker7-fs60-tb1-mix64,42,80,110,0.8107072,0.8313014,0.61670446,0.93096036,0.85005605,0.81335646,0.8905932,0.8163874,0.8352516,0.6296398,0.93081045,0.8602047,0.81170547,0.8893088,0.27093843,0.26780617,17299,0.00032218357,1.2226865e-05,30720
TCN-light-forecasting,231-h120-sep1-hid32-bl2-ker7-fs60-tb1-mix64,43,90,110,0.7994888,0.82543474,0.5899236,0.9269821,0.8241442,0.8267294,0.886434,0.8045063,0.828203,0.6015606,0.92738044,0.83473086,0.82177645,0.8857587,0.26834193,0.27013785,17299,0.0003143018,2.0269641e-05,30720
TCN-light-forecasting,231-h120-sep1-hid32-bl2-ker7-fs60-tb1-mix64,44,90,110,0.8257124,0.84505975,0.6467205,0.9351909,0.8618884,0.82887566,0.8970711,0.82429236,0.8419349,0.6462395,0.933072,0.8694811,0.8160806,0.8919211,0.26976022,0.2674866,17299,0.00031917845,1.9051791e-05,30720
TCN-light-forecasting,232-h120-sep1-hid32-bl2-ker7-fs60-tb2-mix64,42,80,110,0.8340907,0.8500278,0.66719174,0.9430867,0.8823843,0.81996036,0.9130193,0.83645743,0.85064626,0.674509,0.94227576,0.89291227,0.8122008,0.9095056,0.26346684,0.26809463,26667,0.00032263726,1.0308828e-05,30720
TCN-light-forecasting,232-h120-sep1-hid32-bl2-ker7-fs60-tb2-mix64,43,40,110,0.851936,0.8666098,0.70260555,0.9465505,0.89634794,0.8387816,0.91432226,0.84833854,0.8624539,0.69683,0.94359714,0.8984794,0.8292059,0.90769064,0.27329654,0.2603013,26667,0.00032593,1.0850732e-05,30720
TCN-light-forecasting,232-h120-sep1-hid32-bl2-ker7-fs60-tb2-mix64,44,110,110,0.82400835,0.8432282,0.6436374,0.93748605,0.86183417,0.82540864,0.90359217,0.8238663,0.84189504,0.64490366,0.93586165,0.8674372,0.8178141,0.8991384,0.25918266,0.25918266,26667,0.00033062638,1.6978185e-05,30720
TCN-light-forecasting,233-h120-sep1-hid32-bl2-ker7-fs120-tb1-mix64,42,80,110,0.7966487,0.82205284,0.58486307,0.922688,0.8249917,0.8191349,0.88199574,0.7968854,0.8204227,0.5870763,0.9216704,0.83201766,0.80914646,0.87912214,0.26042625,0.25492296,24499,0.00031646507,1.4799717e-05,30720
TCN-light-forecasting,233-h120-sep1-hid32-bl2-ker7-fs120-tb1-mix64,43,40,110,0.8388242,0.8503889,0.683942,0.9373273,0.9090653,0.7988278,0.8961233,0.8443624,0.8546162,0.69714034,0.93636745,0.92020565,0.79775465,0.8933239,0.27402866,0.26011482,24499,0.0003187598,1.1857364e-05,30720
TCN-light-forecasting,233-h120-sep1-hid32-bl2-ker7-fs120-tb1-mix64,44,80,110,0.80512166,0.82897854,0.6025977,0.92702043,0.8343507,0.8236751,0.8866287,0.80815107,0.8301555,0.6102472,0.9252772,0.8430505,0.817649,0.8817406,0.26062116,0.25433096,24499,0.0003156899,1.0873387e-05,30720
TCN-light-forecasting,234-h120-sep1-hid32-bl2-ker7-fs120-tb2-mix64,42,110,110,0.8218309,0.84210086,0.63826627,0.936812,0.8561071,0.8285455,0.90286624,0.8208369,0.8395439,0.638272,0.93493,0.8629194,0.81740135,0.89792985,0.2428544,0.2428544,41067,0.00033164307,1.0478822e-05,30720
TCN-light-forecasting,234-h120-sep1-hid32-bl2-ker7-fs120-tb2-mix64,43,100,110,0.77567923,0.81235397,0.53742284,0.9143941,0.7806103,0.8467888,0.8742224,0.7801761,0.81588966,0.54683393,0.9157192,0.784897,0.8494304,0.87511206,0.24520527,0.24489078,41067,0.0003324815,1.0158425e-05,30720
TCN-light-forecasting,234-h120-sep1-hid32-bl2-ker7-fs120-tb2-mix64,44,30,110,0.79821074,0.8194027,0.5922054,0.9231604,0.8416152,0.7983325,0.87875307,0.7993468,0.81876093,0.5966048,0.9215997,0.849224,0.7904078,0.8749122,0.27315137,0.2409893,41067,0.00033138128,1.0282636e-05,30720
TCN-light-forecasting,235-h120-sep1-hid64-bl2-ker7-fs30-tb1-mix128,42,110,110,0.80299157,0.8243289,0.6011411,0.92548996,0.8434099,0.80609214,0.88148284,0.7980687,0.818298,0.59312093,0.9218502,0.845301,0.79296684,0.8744343,0.2661653,0.2661653,35939,0.00040012048,1.4691173e-05,61440
TCN-light-forecasting,235-h120-sep1-hid64-bl2-ker7-fs30-tb1-mix128,43,90,110,0.80341756,0.8261106,0.60046303,0.92662734,0.83821905,0.814347,0.8834539,0.7993468,0.82144815,0.593319,0.92458385,0.8386514,0.8049364,0.8792555,0.273667,0.2681624,35939,0.00038879368,1.2286383e-05,61440
TCN-light-forecasting,235-h120-sep1-hid64-bl2-ker7-fs30-tb1-mix128,44,100,110,0.82897854,0.8426873,0.6613405,0.93551534,0.89164287,0.7988278,0.8934372,0.8309666,0.8432878,0.6676767,0.93473655,0.9002155,0.7931319,0.8916358,0.26982096,0.26649758,35939,0.0003920341,1.2579652e-05,61440
TCN-light-forecasting,236-h120-sep1-hid64-bl2-ker7-fs30-tb2-mix128,42,80,110,0.8092398,0.8318311,0.6117279,0.9292479,0.84109706,0.822767,0.8919842,0.8094765,0.83074725,0.613581,0.92887515,0.8466615,0.81542015,0.8898559,0.25950137,0.25377953,47851,0.00042580717,1.4525353e-05,61440
TCN-light-forecasting,236-h120-sep1-hid64-bl2-ker7-fs30-tb2-mix128,43,80,110,0.82566506,0.84023774,0.65359735,0.93382096,0.8853643,0.7994882,0.8950861,0.8274638,0.84094775,0.65890133,0.932964,0.89197445,0.7954433,0.8925051,0.25850868,0.25248227,47851,0.0004184817,4.0147104e-05,61440
TCN-light-forecasting,236-h120-sep1-hid64-bl2-ker7-fs30-tb2-mix128,44,100,110,0.8170974,0.8356444,0.6314042,0.92725575,0.8619691,0.81087995,0.8894861,0.8141627,0.83106714,0.62819123,0.92672527,0.86796695,0.79717684,0.88689387,0.25247455,0.25235564,47851,0.00042453123,3.1509302e-05,61440
TCN-light-forecasting,237-h120-sep1-hid64-bl2-ker7-fs60-tb1-mix128,42,100,110,0.8204582,0.8352374,0.6434463,0.93668705,0.88145226,0.7936272,0.90143025,0.82755846,0.840771,0.65957725,0.93662333,0.893451,0.7939574,0.89954084,0.24181306,0.2425046,39539,0.00040122663,2.2211996e-05,61440
TCN-light-forecasting,237-h120-sep1-hid64-bl2-ker7-fs60-tb1-mix128,43,110,110,0.8198902,0.8350886,0.64167684,0.9344052,0.8790948,0.7952782,0.89780307,0.82755846,0.8407153,0.65968037,0.9342069,0.89374363,0.7936272,0.8961726,0.2577854,0.2577854,39539,0.00039577112,2.3490233e-05,61440
TCN-light-forecasting,237-h120-sep1-hid64-bl2-ker7-fs60-tb1-mix128,44,110,110,0.82107353,0.84046596,0.63785475,0.936562,0.85984457,0.82194155,0.89904785,0.82467103,0.8419121,0.6475226,0.9341733,0.87159777,0.8141819,0.89305896,0.24487364,0.24487364,39539,0.00039658125,3.8182403e-05,61440
TCN-light-forecasting,238-h120-sep1-hid64-bl2-ker7-fs60-tb2-mix128,42,90,110,0.8217363,0.8443158,0.6358173,0.9337277,0.84564424,0.8429916,0.9007514,0.8241503,0.8454466,0.6416327,0.9346557,0.8522184,0.8387816,0.9001561,0.23088944,0.22889996,55051,0.00043417516,7.194804e-05,61440
TCN-light-forecasting,238-h120-sep1-hid64-bl2-ker7-fs60-tb2-mix128,43,110,110,0.81501466,0.8382852,0.62222093,0.9348473,0.8404414,0.83614,0.90074795,0.814778,0.83611846,0.623628,0.93348217,0.84859306,0.8240053,0.8967108,0.2320063,0.2320063,55051,0.00042600976,2.7865146e-05,61440
TCN-light-forecasting,238-h120-sep1-hid64-bl2-ker7-fs60-tb2-mix128,44,110,110,0.8182808,0.8393253,0.63064086,0.9337511,0.8512607,0.82772,0.9009979,0.81970084,0.8387725,0.63565075,0.9328142,0.8607419,0.81789666,0.8969846,0.23025595,0.23025595,55051,0.00042417255,1.3090652e-05,61440
TCN-light-forecasting,239-h120-sep1-hid64-bl2-ker7-fs120-tb1-mix128,42,110,110,0.81946415,0.8373561,0.63677377,0.9344221,0.86609036,0.81046724,0.8957879,0.82661176,0.8422413,0.6536255,0.9350613,0.88050425,0.80716527,0.8957603,0.23373076,0.23373076,46739,0.0003981972,1.4066129e-05,61440
TCN-light-forecasting,239-h120-sep1-hid64-bl2-ker7-fs120-tb1-mix128,43,70,110,0.81662405,0.83642966,0.6288999,0.93387485,0.85609335,0.817649,0.9000005,0.8162927,0.8347737,0.62997,0.93245417,0.86189014,0.80931157,0.89679384,0.24931367,0.23351824,46739,0.00040149144,1.1923504e-05,61440
TCN-light-forecasting,239-h120-sep1-hid64-bl2-ker7-fs120-tb1-mix128,44,50,110,0.82093155,0.83882236,0.6395476,0.929955,0.8667782,0.8126135,0.8900809,0.8229196,0.8399161,0.644576,0.93197006,0.87196803,0.81013703,0.89394176,0.26078308,0.2331653,46739,0.00040558347,1.4522352e-05,61440
TCN-light-forecasting,240-h120-sep1-hid64-bl2-ker7-fs120-tb2-mix128,42,90,110,0.8213102,0.84406626,0.6348452,0.9355903,0.84472924,0.84340435,0.9029965,0.8208369,0.8419954,0.63541293,0.9342304,0.85170174,0.83250785,0.89929676,0.22078983,0.21656495,69451,0.0004365027,1.2673564e-05,61440
TCN-light-forecasting,240-h120-sep1-hid64-bl2-ker7-fs120-tb2-mix128,43,110,110,0.8153933,0.84186196,0.6208644,0.93287444,0.8273032,0.85694236,0.9014815,0.82093155,0.8450289,0.6331172,0.9357855,0.8387412,0.8514116,0.9043073,0.21944843,0.21944843,69451,0.00043379545,1.1865376e-05,61440
TCN-light-forecasting,240-h120-sep1-hid64-bl2-ker7-fs120-tb2-mix128,44,90,110,0.8345167,0.85303515,0.6644368,0.94060093,0.8691108,0.8375433,0.90945643,0.83820885,0.8545408,0.6743319,0.94018215,0.8819396,0.8287931,0.9073764,0.2189285,0.21692683,69451,0.00043432383,1.4311399e-05,61440
TCN-light-forecasting,241-h240-sep1-hid16-bl2-ker7-fs60-tb1-mix32,42,110,110,0.81648314,0.8514631,0.6127935,0.94581264,0.8710554,0.83273274,0.89269227,0.81807095,0.85183746,0.61872244,0.94551975,0.878742,0.82653147,0.89101577,0.29772934,0.29772934,18107,0.00029910626,1.0963471e-05,30720
TCN-light-forecasting,241-h240-sep1-hid16-bl2-ker7-fs60-tb1-mix32,43,80,110,0.8537476,0.8785441,0.70120203,0.9561653,0.923909,0.83742565,0.91025746,0.8568853,0.8805911,0.71028566,0.95699596,0.9327085,0.8339898,0.9104548,0.30015415,0.2984531,18107,0.00030727446,1.2508806e-05,30720
TCN-light-forecasting,241-h240-sep1-hid16-bl2-ker7-fs60-tb1-mix32,44,70,110,0.8232056,0.8553361,0.63109016,0.95149696,0.8851636,0.82745326,0.9035991,0.8279336,0.8574942,0.64639926,0.9493302,0.900812,0.81815135,0.89846444,0.2993044,0.29432553,18107,0.00030001,1.4477145e-05,30720
TCN-light-forecasting,242-h240-sep1-hid16-bl2-ker7-fs60-tb2-mix32,42,70,110,0.8228351,0.8564074,0.62674373,0.9516298,0.8773734,0.83642,0.9072697,0.83286494,0.86353797,0.6509477,0.9527746,0.89323777,0.8357496,0.9074982,0.28972724,0.2847351,33259,0.00030741227,1.0356235e-05,30720
TCN-light-forecasting,242-h240-sep1-hid16-bl2-ker7-fs60-tb2-mix32,43,30,110,0.8256934,0.8608023,0.62792647,0.95226395,0.8684749,0.85326403,0.9093798,0.82597166,0.85964763,0.63186616,0.95133144,0.8777399,0.8422861,0.9067436,0.30060136,0.2834696,33259,0.00030882514,1.4413348e-05,30720
TCN-light-forecasting,242-h240-sep1-hid16-bl2-ker7-fs60-tb2-mix32,44,60,110,0.85480624,0.88324183,0.6920402,0.9610597,0.89749134,0.8694377,0.92443085,0.8532796,0.8805216,0.6930902,0.96039045,0.9082487,0.8544373,0.9211422,0.2899197,0.2849728,33259,0.00031135042,2.1099959e-05,30720
TCN-light-forecasting,243-h240-sep1-hid16-bl2-ker7-fs120-tb1-mix32,42,100,110,0.83389795,0.8673823,0.6453917,0.9531031,0.8749254,0.8599681,0.90793395,0.82814574,0.8606441,0.63841194,0.95136577,0.8837866,0.83868265,0.9035218,0.2832876,0.28153914,32507,0.00030253475,9.898453e-06,30720
TCN-light-forecasting,243-h240-sep1-hid16-bl2-ker7-fs120-tb1-mix32,43,40,110,0.8130426,0.8528088,0.59673035,0.9489314,0.84821355,0.8574541,0.90209854,0.81266236,0.8498959,0.6013046,0.9470017,0.86194414,0.8381798,0.89603055,0.2995375,0.2875216,32507,0.0003020116,9.389779e-06,30720
TCN-light-forecasting,243-h240-sep1-hid16-bl2-ker7-fs120-tb1-mix32,44,100,110,0.81574214,0.85177773,0.6090628,0.94808984,0.8658241,0.8381798,0.8982969,0.82247204,0.85556513,0.62764233,0.9485745,0.8816573,0.8309729,0.8985137,0.2838443,0.28391263,32507,0.00030280906,1.05798035e-05,30720
TCN-light-forecasting,244-h240-sep1-hid16-bl2-ker7-fs120-tb2-mix32,42,100,110,0.82971627,0.8603551,0.6456705,0.9528306,0.8924712,0.83047014,0.90867215,0.8305849,0.85957897,0.65230423,0.9523621,0.9037893,0.81949216,0.9061823,0.27544636,0.2749333,62059,0.0003211234,1.1758442e-05,30720
TCN-light-forecasting,244-h240-sep1-hid16-bl2-ker7-fs120-tb2-mix32,43,100,110,0.84686637,0.8739159,0.683315,0.9580493,0.9104613,0.84019107,0.9159783,0.85168886,0.8774052,0.69544154,0.95739305,0.9197758,0.83876646,0.9131248,0.27471676,0.27413547,62059,0.00031664167,1.2440836e-05,30720
TCN-light-forecasting,244-h240-sep1-hid16-bl2-ker7-fs120-tb2-mix32,44,90,110,0.822888,0.85624677,0.62736666,0.95156056,0.87851536,0.8350792,0.9062302,0.82565355,0.8571056,0.6372394,0.95175236,0.89022297,0.82636386,0.9052372,0.2771207,0.2759905,62059,0.00032590886,3.8436076e-05,30720
TCN-light-forecasting,245-h240-sep1-hid32-bl2-ker7-fs60-tb1-mix64,42,80,110,0.8243701,0.85851955,0.6278794,0.9493668,0.8739474,0.8436269,0.90136254,0.82098734,0.8536247,0.6264642,0.9469152,0.88437694,0.82493925,0.89474344,0.27805266,0.27500188,24619,0.00033402807,2.2720022e-05,61440
TCN-light-forecasting,245-h240-sep1-hid32-bl2-ker7-fs60-tb1-mix64,43,90,110,0.828393,0.8635407,0.6324588,0.95585686,0.86748415,0.85963297,0.9149154,0.8289411,0.8617705,0.63885605,0.9538127,0.8817185,0.84270513,0.9102036,0.27394354,0.27322534,24619,0.00034294723,3.82021e-05,61440
TCN-light-forecasting,245-h240-sep1-hid32-bl2-ker7-fs60-tb1-mix64,44,80,110,0.8340038,0.86679125,0.6471393,0.95494014,0.87888706,0.85502386,0.91104877,0.835145,0.86649203,0.6527779,0.9563683,0.8885855,0.84547055,0.914814,0.27981052,0.27644435,24619,0.0003377886,3.72837e-05,61440
TCN-light-forecasting,246-h240-sep1-hid32-bl2-ker7-fs60-tb2-mix64,42,90,110,0.8361211,0.87036264,0.64766216,0.9587202,0.8697799,0.8709461,0.9230709,0.84129596,0.8731188,0.661688,0.9584127,0.8834935,0.862985,0.9213052,0.26620728,0.2647086,41307,0.0003526866,1.2194088e-05,61440
TCN-light-forecasting,246-h240-sep1-hid32-bl2-ker7-fs60-tb2-mix64,43,100,110,0.8358035,0.8709436,0.6454637,0.95766664,0.8648269,0.87714744,0.91993916,0.8376372,0.87120384,0.6516558,0.9577964,0.8745883,0.8678455,0.92041004,0.26501647,0.26518574,41307,0.00035314096,1.3389754e-05,61440
