family,run_name,seed,best_epoch,total_epochs,best_metrics.test/accuracy,best_metrics.test/f1,best_metrics.test/mcc,best_metrics.test/pr_auc,best_metrics.test/precision,best_metrics.test/recall,best_metrics.test/roc_auc,best_metrics.val/accuracy,best_metrics.val/f1,best_metrics.val/mcc,best_metrics.val/pr_auc,best_metrics.val/precision,best_metrics.val/recall,best_metrics.val/roc_auc,best_metrics.train/loss,last_metrics.train/loss,parameter_count,benchmark.latency_mean_seconds,benchmark.latency_std_seconds,benchmark.peak_memory_bytes
MLP-reconstruction,001-dims-3240-1728,42,50,210,0.6434967,0.7179136,0.29129428,0.8280477,0.61971164,0.85309905,0.77022994,0.6373389,0.71360254,0.27779815,0.8321533,0.61513543,0.84960145,0.7690319,0.0015405256,0.00047164355,11202408,0.0013328479,0.000103587,12960
MLP-reconstruction,001-dims-3240-1728,43,160,210,0.70509106,0.72132754,0.40821248,0.83156633,0.7249425,0.7177485,0.78168243,0.70529455,0.7217253,0.4085563,0.83081037,0.72483385,0.71864325,0.7773287,0.0009003331,0.00048031044,11202408,0.001325314,0.00010651507,12960
MLP-reconstruction,001-dims-3240-1728,44,20,210,0.63251007,0.71817154,0.27525404,0.81979287,0.6063746,0.8805108,0.76262707,0.62777925,0.71355814,0.26279598,0.82236177,0.60393304,0.8718074,0.76247346,0.002508399,0.00047004365,11202408,0.0013150504,9.41767e-05,12960
MLP-reconstruction,002-dims-3240-864,42,190,210,0.6849777,0.74101204,0.37358996,0.8609737,0.6583054,0.84748656,0.81059384,0.6799031,0.7371599,0.36288422,0.86214066,0.6542875,0.84407026,0.80973786,0.014431476,0.0142077375,5602824,0.00039392998,5.4318272e-05,12960
MLP-reconstruction,002-dims-3240-864,43,200,210,0.6966564,0.73897344,0.39103237,0.86102,0.68119127,0.80746704,0.8085065,0.68820834,0.7321641,0.37363955,0.86136514,0.6739636,0.8013665,0.8060789,0.014328955,0.014214043,5602824,0.00038887886,5.369321e-05,12960
MLP-reconstruction,002-dims-3240-864,44,200,210,0.69176865,0.7363475,0.38149664,0.8588852,0.67537665,0.8094192,0.8058931,0.6855697,0.73142433,0.36870784,0.85943556,0.6700968,0.8051082,0.80389804,0.014230051,0.01423275,5602824,0.00036612345,5.967966e-05,12960
MLP-reconstruction,003-dims-3240-1728-864,42,210,210,0.767983,0.77895,0.5351201,0.8905596,0.7894253,0.768749,0.85461146,0.77255815,0.78269136,0.54457086,0.892192,0.79558057,0.7702131,0.85316783,0.006947553,0.006947553,14190984,0.0017321729,0.00012343827,12960
MLP-reconstruction,003-dims-3240-1728-864,43,200,210,0.7476102,0.76392764,0.492844,0.8813893,0.75996137,0.7679356,0.8421262,0.74751276,0.7638658,0.4926403,0.8820531,0.75983906,0.7679356,0.8397749,0.007030249,0.0069446177,14190984,0.0017302987,0.00012416631,12960
MLP-reconstruction,003-dims-3240-1728-864,44,210,210,0.7620139,0.777661,0.5217305,0.8896464,0.77272725,0.7826582,0.8536941,0.76654553,0.7809392,0.5310735,0.8908208,0.77938914,0.7824955,0.8522944,0.005698241,0.005698241,14190984,0.001721411,0.00011179321,12960
MLP-reconstruction,004-dims-3240-432,42,190,210,0.77529305,0.7808849,0.55254,0.8985076,0.8109505,0.7529689,0.8554186,0.7745912,0.780691,0.55082065,0.8977821,0.8088428,0.75443304,0.854643,0.04976548,0.049427602,2803032,0.00015900939,8.51599e-06,12960
MLP-reconstruction,004-dims-3240-432,43,210,210,0.76724774,0.7808057,0.532712,0.897495,0.78204817,0.77956724,0.853537,0.764599,0.7784382,0.5273559,0.89647347,0.77926314,0.7776151,0.8521936,0.049288936,0.049288936,2803032,0.00016299779,8.787398e-06,12960
MLP-reconstruction,004-dims-3240-432,44,170,210,0.7790129,0.7848389,0.55977803,0.900256,0.81372803,0.7579307,0.8605819,0.7811662,0.7881225,0.5633416,0.9005114,0.8123112,0.7653327,0.8601416,0.049962875,0.0500865,2803032,0.00015791283,4.601951e-06,12960
MLP-reconstruction,005-dims-3240-1728-432,42,190,210,0.772222,0.7888194,0.5419656,0.89803094,0.7779623,0.79998374,0.86408556,0.77385587,0.7888018,0.54551566,0.8980277,0.78354734,0.7941272,0.8606494,0.008864382,0.008613549,12697560,0.001538198,9.98752e-05,12960
MLP-reconstruction,005-dims-3240-1728-432,43,210,210,0.7796185,0.78677547,0.56014436,0.89697844,0.81027496,0.76460063,0.8633018,0.78190154,0.7883291,0.5651306,0.8965302,0.8145931,0.76370585,0.8588733,0.00869768,0.00869768,12697560,0.0015531506,0.000104509265,12960
MLP-reconstruction,005-dims-3240-1728-432,44,200,210,0.78182447,0.79314303,0.5624609,0.90127593,0.79983455,0.78656256,0.8693794,0.7813825,0.7916564,0.56201875,0.9002499,0.8025744,0.78103137,0.8649683,0.008674923,0.008635431,12697560,0.0015542993,0.000104414095,12960
MLP-reconstruction,006-dims-3240-864-432,42,150,210,0.7459665,0.7758825,0.4902276,0.8885785,0.7307886,0.82690746,0.8531962,0.7402457,0.7698793,0.47818854,0.885647,0.7278458,0.81706524,0.8462551,0.025655117,0.022211542,6350616,0.00056667987,6.7154535e-05,12960
MLP-reconstruction,006-dims-3240-864-432,43,210,210,0.7205329,0.7615603,0.44184387,0.8760005,0.6970209,0.8392712,0.8344141,0.7162817,0.756524,0.43211445,0.8761785,0.6958006,0.8288596,0.8312285,0.022596585,0.022596585,6350616,0.00056351983,6.786372e-05,12960
MLP-reconstruction,006-dims-3240-864-432,44,200,210,0.7216575,0.7575997,0.44153056,0.87449616,0.70553565,0.81795996,0.83247423,0.72419757,0.7576218,0.4459402,0.87592524,0.71117616,0.810558,0.8309983,0.022981182,0.022801276,6350616,0.00056325534,7.377083e-05,12960
MLP-reconstruction,007-dims-3240-1728-864-432,42,210,210,0.8794066,0.8835714,0.75986445,0.9569632,0.9079128,0.86050105,0.9440204,0.8750757,0.87874717,0.7518689,0.95407975,0.90810484,0.85122824,0.93991023,0.02543947,0.02543947,14938776,0.0018622633,0.00012522294,12960
MLP-reconstruction,007-dims-3240-1728-864-432,43,190,210,0.87711406,0.8826082,0.75418216,0.9579894,0.8969514,0.8687164,0.9475294,0.8741673,0.8793697,0.74860024,0.9553176,0.89696306,0.8624532,0.9440741,0.026941376,0.026564252,14938776,0.0018693632,0.00011459652,12960
MLP-reconstruction,007-dims-3240-1728-864-432,44,200,210,0.8963623,0.90275973,0.7918327,0.9677098,0.9008586,0.9046689,0.96133214,0.8922917,0.89868987,0.78372115,0.96589965,0.89905566,0.8983244,0.9591824,0.027077144,0.027002955,14938776,0.0017865738,0.00011463013,12960
MLP-reconstruction,008-dims-3240-216,42,210,210,0.7977421,0.8032649,0.59717727,0.90603405,0.83196795,0.7764763,0.86584264,0.79686826,0.7991961,0.5980029,0.9058229,0.8424991,0.7601269,0.8662677,0.101956695,0.101956695,1403136,0.000101151585,8.511743e-06,12960
MLP-reconstruction,008-dims-3240-216,43,190,210,0.79808813,0.80598503,0.59634125,0.9083507,0.8240694,0.7886774,0.86825556,0.796825,0.8013197,0.5961226,0.9072847,0.8347581,0.77045715,0.8676217,0.10227366,0.10117777,1403136,9.378795e-05,1.7668617e-06,12960
MLP-reconstruction,008-dims-3240-216,44,150,210,0.7871015,0.7959877,0.5740243,0.9048026,0.8115281,0.78103137,0.8661766,0.79578686,0.8015636,0.59312356,0.9071646,0.8293468,0.7755816,0.8703211,0.10206336,0.10215702,1403136,9.4409865e-05,4.966413e-06,12960
MLP-reconstruction,009-dims-3240-1728-216,42,200,210,0.7790562,0.7918161,0.556454,0.90273356,0.7934978,0.7901415,0.8692386,0.77857083,0.78995526,0.5559746,0.90301067,0.79705226,0.78298354,0.8680842,0.022580538,0.02261219,11950848,0.0014311647,0.000110337154,12960
MLP-reconstruction,009-dims-3240-1728-216,43,210,210,0.7823435,0.7934488,0.5635752,0.90252066,0.80087835,0.7861558,0.8692136,0.78211784,0.79140264,0.56394166,0.9028918,0.80612504,0.7772084,0.86739486,0.02251747,0.02251747,11950848,0.0014773342,0.00010277997,12960
MLP-reconstruction,009-dims-3240-1728-216,44,210,210,0.7768502,0.7936978,0.5512194,0.90391475,0.78061825,0.807223,0.87078214,0.7784843,0.79363286,0.5547197,0.90435165,0.78643876,0.8009598,0.8697325,0.022591166,0.022591166,11950848,0.0015156481,0.00010456983,12960
MLP-reconstruction,010-dims-3240-864-216,42,210,210,0.7662529,0.78380543,0.5298856,0.89397585,0.7712171,0.79681146,0.8562641,0.7710442,0.7862537,0.5398471,0.8955865,0.7807362,0.7918497,0.85728556,0.03923551,0.03923551,5977152,0.0004946547,5.2381412e-05,12960
MLP-reconstruction,010-dims-3240-864-216,43,210,210,0.76426315,0.7821917,0.525854,0.893105,0.76885605,0.79599804,0.85504234,0.7668483,0.7824332,0.5313916,0.8938752,0.77660257,0.788352,0.8540038,0.039571684,0.039571684,5977152,0.00048802295,7.5809425e-05,12960
MLP-reconstruction,010-dims-3240-864-216,44,200,210,0.7542281,0.7786004,0.50575554,0.88850933,0.74727,0.81267285,0.85200435,0.7548231,0.7769382,0.5067151,0.8907296,0.75259227,0.802912,0.85298383,0.039641503,0.039357148,5977152,0.00047551782,6.486522e-05,12960
MLP-reconstruction,011-dims-3240-1728-864-216,42,190,210,0.8530646,0.8610691,0.7052106,0.9438343,0.86592084,0.8562713,0.9275515,0.8473484,0.8556351,0.6937527,0.94210905,0.8606699,0.85065883,0.9245123,0.024263773,0.023985958,14565312,0.0017986976,0.00011466643,12960
MLP-reconstruction,011-dims-3240-1728-864-216,43,210,210,0.8739132,0.88035136,0.7472606,0.95527273,0.88855743,0.87229544,0.94073176,0.8693659,0.875,0.7387981,0.9520135,0.8907804,0.859769,0.93627083,0.02461694,0.02461694,14565312,0.002005303,0.00013094481,12960
MLP-reconstruction,011-dims-3240-1728-864-216,44,180,210,0.8437216,0.85343397,0.6860773,0.94101703,0.8512584,0.8556206,0.92408746,0.84163857,0.850431,0.68221784,0.93966097,0.8543052,0.84659183,0.9210803,0.025278624,0.024623733,14565312,0.0017962579,0.00010983741,12960
MLP-reconstruction,012-dims-3240-432-216,42,140,210,0.7781046,0.77975273,0.56109047,0.8897428,0.8256956,0.738653,0.8498907,0.78220433,0.7841927,0.5690111,0.88981926,0.8288484,0.74410284,0.8486234,0.065215364,0.06083786,2990304,0.00018460276,2.0901964e-05,12960
MLP-reconstruction,012-dims-3240-432-216,43,190,210,0.76339805,0.77460027,0.525918,0.8911671,0.78495073,0.7645193,0.84902406,0.7694005,0.77988356,0.5381459,0.89226973,0.7919497,0.7681796,0.8486814,0.060036696,0.05954381,2990304,0.00018517075,1.8045355e-05,12960
MLP-reconstruction,012-dims-3240-432-216,44,200,210,0.7560881,0.76701236,0.51152205,0.88530874,0.77941054,0.75500244,0.84158957,0.75910544,0.76879644,0.518078,0.88520133,0.78512675,0.7531316,0.83849156,0.06044879,0.06108839,2990304,0.00018649324,1.3336196e-05,12960
MLP-reconstruction,013-dims-3240-1728-432-216,42,190,210,0.84908515,0.8549212,0.69860715,0.9415002,0.8745215,0.83618027,0.92282164,0.8475647,0.8529338,0.69596905,0.93982404,0.8758142,0.8312185,0.9204047,0.02593448,0.025631627,12884832,0.0016101085,0.00011846822,12960
MLP-reconstruction,013-dims-3240-1728-432-216,43,140,210,0.81538993,0.8199156,0.6329584,0.9225648,0.8518324,0.7903042,0.89685726,0.81966436,0.8237284,0.6418366,0.92345846,0.85770893,0.7923377,0.89852774,0.03155221,0.025382187,12884832,0.0015892003,0.00010505972,12960
MLP-reconstruction,013-dims-3240-1728-432-216,44,180,210,0.83152384,0.8454794,0.6614854,0.9372025,0.8252149,0.86676425,0.92129946,0.83017564,0.843286,0.65863407,0.93576086,0.8279511,0.8591996,0.9183379,0.02596698,0.025397887,12884832,0.0015753545,0.00010832803,12960
MLP-reconstruction,014-dims-3240-864-432-216,42,180,210,0.83770925,0.8454313,0.6749167,0.9368149,0.8565109,0.8346348,0.91937006,0.8402111,0.8463394,0.6808603,0.9358107,0.8660821,0.8274768,0.91823137,0.04049099,0.040530276,6537888,0.0006254598,9.042204e-05,12960
MLP-reconstruction,014-dims-3240-864-432-216,43,180,210,0.82373804,0.83276564,0.6465971,0.9247731,0.84038764,0.8252806,0.90289974,0.8233844,0.83071434,0.6467853,0.9240766,0.8471882,0.81486905,0.90147793,0.040999435,0.039594024,6537888,0.0006085335,7.055529e-05,12960
MLP-reconstruction,014-dims-3240-864-432-216,44,200,210,0.8247329,0.8356053,0.647937,0.93006355,0.83357614,0.8376444,0.90576816,0.82957006,0.838604,0.6581654,0.9303351,0.84469384,0.83260125,0.90662515,0.04040054,0.040275946,6537888,0.00063094374,8.671074e-05,12960
MLP-reconstruction,015-dims-3240-1728-864-432-216,42,190,210,0.8849431,0.890921,0.7693289,0.96585464,0.8983626,0.8836018,0.9569914,0.88593304,0.89169985,0.7714077,0.96482867,0.9005392,0.8830324,0.9558226,0.064178094,0.06396334,15126048,0.0019368477,0.00013301072,12960
MLP-reconstruction,015-dims-3240-1728-864-432-216,43,190,210,0.89528096,0.9013407,0.78977686,0.97046334,0.9031441,0.8995445,0.9626464,0.89216197,0.89814097,0.7836211,0.9674248,0.90230685,0.89401335,0.95910585,0.058481053,0.058559425,15126048,0.0019467295,0.00013388609,12960
MLP-reconstruction,015-dims-3240-1728-864-432-216,44,210,210,0.87053937,0.8761944,0.7410952,0.9595214,0.8914233,0.86147714,0.9479364,0.87105286,0.87621975,0.74248976,0.95685595,0.89498687,0.8582235,0.9445259,0.06172587,0.06172587,15126048,0.001967096,0.00013857029,12960
MLP-reconstruction,016-dims-3240-108,42,160,210,0.73446083,0.7583927,0.46553767,0.8682096,0.73465496,0.7837156,0.82388955,0.73907775,0.76006365,0.4749843,0.86793697,0.74373347,0.777127,0.82220155,0.17306702,0.17207056,703188,6.435718e-05,7.854156e-06,12960
MLP-reconstruction,016-dims-3240-108,43,150,210,0.7403002,0.7674851,0.47770873,0.874739,0.73248076,0.8060029,0.8315369,0.74496067,0.769056,0.48682147,0.87410784,0.7416893,0.7985196,0.8297301,0.1713873,0.17458014,703188,5.8740043e-05,2.3114314e-06,12960
MLP-reconstruction,016-dims-3240-108,44,170,210,0.7319521,0.755417,0.4604802,0.86552745,0.7337269,0.7784285,0.8197395,0.73522794,0.7560091,0.46727824,0.8638567,0.74126476,0.7713519,0.8158959,0.17187895,0.17163374,703188,5.8810714e-05,2.2066683e-06,12960
MLP-reconstruction,017-dims-3240-1728-108,42,210,210,0.8929452,0.89690506,0.7867056,0.961237,0.91914964,0.87571174,0.94492215,0.88753355,0.89115876,0.7764494,0.9574573,0.9180611,0.86578816,0.9391655,0.04342985,0.04342985,11577492,0.0013846402,0.000104258754,12960
MLP-reconstruction,017-dims-3240-1728-108,43,190,210,0.8719235,0.87370443,0.7480705,0.95217013,0.91848266,0.8330893,0.9317162,0.86971194,0.8711499,0.74418646,0.94814974,0.91878724,0.82820886,0.9252222,0.04367951,0.043556552,11577492,0.0013972162,9.509941e-05,12960
MLP-reconstruction,017-dims-3240-1728-108,44,200,210,0.88749516,0.8928527,0.7747531,0.95888406,0.9045155,0.8814869,0.94157565,0.8835539,0.8883636,0.7674204,0.9559435,0.906176,0.871238,0.9369807,0.043665517,0.04368753,11577492,0.0014127715,8.822952e-05,12960
MLP-reconstruction,018-dims-3240-864-108,42,210,210,0.8602881,0.8653381,0.7213528,0.9471578,0.88761544,0.8441516,0.9256795,0.8571676,0.86101526,0.71633154,0.9435336,0.89218426,0.83195055,0.9198214,0.066959664,0.066959664,5790420,0.00043739486,6.617396e-05,12960
MLP-reconstruction,018-dims-3240-864-108,43,190,210,0.871664,0.876555,0.74392515,0.9510953,0.89719784,0.8568407,0.93199635,0.8711826,0.87483186,0.7442172,0.94718593,0.90511394,0.84651047,0.9257578,0.06826697,0.06732071,5790420,0.00042356516,9.10595e-05,12960
MLP-reconstruction,018-dims-3240-864-108,44,190,210,0.86106664,0.86441535,0.72456855,0.94489473,0.89847314,0.8328453,0.9232781,0.85660523,0.8587258,0.7171996,0.9407995,0.90188885,0.81950545,0.91702783,0.0674665,0.06602272,5790420,0.00041475572,6.553859e-05,12960
MLP-reconstruction,019-dims-3240-1728-864-108,42,210,210,0.9075652,0.9112431,0.8157024,0.9744394,0.9310023,0.8923052,0.96824986,0.9047928,0.9080887,0.81073594,0.9711639,0.93306446,0.88441515,0.96379864,0.041289646,0.041289646,14378580,0.0017804219,0.000120938836,12960
MLP-reconstruction,019-dims-3240-1728-864-108,43,160,210,0.9123232,0.91721463,0.82406855,0.97559386,0.92108935,0.9133724,0.970666,0.90535516,0.9102543,0.8102919,0.9725586,0.91808707,0.9025541,0.96720755,0.043566417,0.041097496,14378580,0.0017707363,0.000116822506,12960
MLP-reconstruction,019-dims-3240-1728-864-108,44,210,210,0.9083005,0.91410047,0.8157901,0.973846,0.9107056,0.91752076,0.96738446,0.9008132,0.9063202,0.8009803,0.96980923,0.91044897,0.9022287,0.9615408,0.040942106,0.040942106,14378580,0.0017631187,0.00011581866,12960
MLP-reconstruction,020-dims-3240-432-108,42,210,210,0.82962066,0.83220446,0.6630165,0.92959404,0.8736249,0.7945339,0.90063906,0.8284021,0.83047736,0.6611333,0.9263102,0.8748537,0.79038554,0.8952052,0.08494664,0.08494664,2896884,0.00017534812,4.9495156e-06,12960
MLP-reconstruction,020-dims-3240-432-108,43,210,210,0.81167006,0.81696653,0.62497306,0.9195811,0.8453976,0.79038554,0.88732934,0.8110563,0.8156806,0.6242847,0.9179739,0.8475096,0.7861558,0.8846392,0.08483388,0.08483388,2896884,0.00017939784,1.6010135e-05,12960
MLP-reconstruction,020-dims-3240-432-108,44,200,210,0.8210995,0.8231572,0.64658785,0.9228732,0.8676762,0.78298354,0.8912091,0.82104856,0.8228948,0.646713,0.92042947,0.86859465,0.78176343,0.8878132,0.08545098,0.085270606,2896884,0.00017847409,7.826522e-06,12960
MLP-reconstruction,021-dims-3240-1728-432-108,42,200,210,0.9089494,0.9142112,0.81722,0.9753201,0.91611534,0.91231495,0.96915156,0.906177,0.9107591,0.8121309,0.97268057,0.92148864,0.90027654,0.96590453,0.043755583,0.04399811,12791412,0.0015662968,0.00012294324,12960
MLP-reconstruction,021-dims-3240-1728-432-108,43,180,210,0.90042824,0.905462,0.8004821,0.97046936,0.91439945,0.8966976,0.9621938,0.8961415,0.9007318,0.79237944,0.9668112,0.9159169,0.886042,0.9567143,0.044458553,0.043892242,12791412,0.001557792,0.00010490837,12960
MLP-reconstruction,021-dims-3240-1728-432-108,44,210,210,0.9113283,0.91697717,0.8218691,0.9754069,0.9131312,0.9208557,0.96902937,0.9075612,0.9129496,0.8144165,0.97292674,0.9144023,0.9115015,0.9658359,0.04344706,0.04344706,12791412,0.0015753313,9.2803326e-05,12960
MLP-reconstruction,022-dims-3240-864-432-108,42,210,210,0.90427786,0.90787226,0.8093553,0.9707205,0.92982006,0.8869367,0.9609668,0.9005969,0.9039378,0.8024525,0.96729934,0.9298246,0.8794534,0.9571561,0.061701827,0.061701827,6444468,0.0005979781,7.7200915e-05,12960
MLP-reconstruction,022-dims-3240-864-432-108,43,210,210,0.90401834,0.9074066,0.80909634,0.96974856,0.9316254,0.88441515,0.96011716,0.9000779,0.90302265,0.80196345,0.966462,0.93310773,0.87481695,0.95583034,0.059968326,0.059968326,6444468,0.0005927322,5.8761183e-05,12960
MLP-reconstruction,022-dims-3240-864-432-108,44,180,210,0.91297203,0.9167701,0.8261688,0.97450525,0.9327441,0.901334,0.9670226,0.9050956,0.90881133,0.8108231,0.9708053,0.9292028,0.8892956,0.96237206,0.061392643,0.060692348,6444468,0.00059796945,8.064665e-05,12960
MLP-reconstruction,023-dims-3240-1728-864-432-108,42,160,210,0.86660326,0.87255144,0.73311925,0.95508116,0.88684475,0.85871154,0.9405694,0.8644779,0.87001616,0.72922647,0.9528287,0.8878821,0.852855,0.93785286,0.06590656,0.06329675,15032628,0.0018930883,0.0001160501,12960
MLP-reconstruction,023-dims-3240-1728-864-432-108,43,170,210,0.86885244,0.8754416,0.7371665,0.95742494,0.88437915,0.86668295,0.94444597,0.8682412,0.8741946,0.73635215,0.95629674,0.8879846,0.86082643,0.94305384,0.06437061,0.062492695,15032628,0.0018914083,0.00011604109,12960
MLP-reconstruction,023-dims-3240-1728-864-432-108,44,180,210,0.8739997,0.8793739,0.748131,0.96073765,0.8956559,0.8636733,0.9488748,0.8783199,0.8830888,0.75715023,0.960142,0.9028639,0.8641614,0.9488486,0.061679464,0.061034523,15032628,0.0018822439,0.0001237171,12960
MLP-reconstruction,024-dims-3240-216-108,42,110,210,0.75972146,0.7739941,0.51751894,0.88345194,0.77427757,0.7737107,0.84077525,0.7677567,0.7817036,0.53360987,0.885914,0.7814812,0.78192616,0.8448384,0.121706076,0.117017426,1450116,0.00010935476,1.4341047e-05,12960
MLP-reconstruction,024-dims-3240-216-108,43,200,210,0.73956484,0.76106197,0.4759239,0.8750608,0.74304533,0.779974,0.8294741,0.7405052,0.7620483,0.47780922,0.8757546,0.7436711,0.78135675,0.83050925,0.11676478,0.11736919,1450116,0.00010828552,2.742872e-06,12960
MLP-reconstruction,024-dims-3240-216-108,44,170,210,0.736018,0.7531648,0.4695279,0.8645597,0.74901456,0.7573613,0.81855696,0.7420192,0.7600579,0.48130658,0.86865383,0.7519503,0.76834226,0.8239399,0.11878921,0.11903752,1450116,0.00010963271,5.896021e-06,12960
MLP-reconstruction,025-dims-3240-1728-216-108,42,200,210,0.89329123,0.8995153,0.7857651,0.9668892,0.90087295,0.8981617,0.9570814,0.8879228,0.8939288,0.77521133,0.96383137,0.8998599,0.8880755,0.9532213,0.046838943,0.046196695,11997828,0.0014912562,0.0001064173,12960
MLP-reconstruction,025-dims-3240-1728-216-108,43,200,210,0.8866733,0.8921278,0.7730656,0.96339905,0.90328497,0.8812429,0.9507978,0.8833377,0.88813305,0.767007,0.9602101,0.9061363,0.8708313,0.9462091,0.04653737,0.046156738,11997828,0.0014526724,0.00010835637,12960
MLP-reconstruction,025-dims-3240-1728-216-108,44,210,210,0.90449417,0.90890336,0.8089562,0.97227,0.92222035,0.8959655,0.9645606,0.90159184,0.90532273,0.8039354,0.9689642,0.92688537,0.88474053,0.9599332,0.046030756,0.046030756,11997828,0.0014029932,9.858699e-05,12960
MLP-reconstruction,026-dims-3240-864-216-108,42,210,210,0.8770708,0.8832279,0.7536623,0.95791906,0.89239454,0.8742476,0.9438058,0.87191796,0.87723374,0.7440751,0.9537151,0.89463,0.86050105,0.9382006,0.0651391,0.0651391,6024132,0.00055695977,7.481986e-05,12960
MLP-reconstruction,026-dims-3240-864-216-108,43,210,210,0.8921666,0.89658606,0.78471386,0.964554,0.91483957,0.8790467,0.9522488,0.88584656,0.88964164,0.7729376,0.9597869,0.91548324,0.8652188,0.94598174,0.0649822,0.0649822,6024132,0.0005475767,6.1804174e-05,12960
MLP-reconstruction,026-dims-3240-864-216-108,44,200,210,0.8966651,0.89988685,0.7948845,0.9664303,0.92808366,0.8733528,0.9552706,0.8885717,0.8914088,0.7794914,0.9620664,0.9251838,0.860013,0.94950694,0.06587782,0.065411866,6024132,0.000521664,7.383592e-05,12960
MLP-reconstruction,027-dims-3240-1728-864-216-108,42,190,210,0.8858947,0.89063925,0.7720816,0.96667737,0.908184,0.87375957,0.95790577,0.88922054,0.8935268,0.7790337,0.9648223,0.9138532,0.8740849,0.9558685,0.060661852,0.06004907,14612292,0.0018257442,0.0001357414,12960
MLP-reconstruction,027-dims-3240-1728-864-216-108,43,170,210,0.8701068,0.8758937,0.74014735,0.95590526,0.89027977,0.8619652,0.9407531,0.8682412,0.87341034,0.73694426,0.95388967,0.89293,0.8547259,0.9380314,0.060630932,0.05861329,14612292,0.0018097432,0.000101132144,12960
MLP-reconstruction,027-dims-3240-1728-864-216-108,44,190,210,0.8749081,0.8806044,0.74968576,0.9617417,0.8941147,0.8674963,0.95060205,0.87996364,0.8846969,0.760419,0.9601874,0.9042725,0.8659509,0.9488156,0.060475037,0.060085762,14612292,0.0018098956,0.00010431285,12960
MLP-reconstruction,028-dims-3240-432-216-108,42,210,210,0.82546824,0.8313057,0.6519042,0.9266533,0.8552258,0.80868715,0.8964507,0.82277876,0.82760364,0.64737046,0.9232841,0.8572923,0.7999024,0.89206433,0.08515873,0.08515873,3037284,0.0001999902,2.9948642e-05,12960
MLP-reconstruction,028-dims-3240-432-216-108,43,210,210,0.8127514,0.82273453,0.6243965,0.9210065,0.8283994,0.8171466,0.8928929,0.8127433,0.8222396,0.6245835,0.9190832,0.8302513,0.814381,0.8900001,0.08499441,0.08499441,3037284,0.00019736747,2.2151595e-05,12960
MLP-reconstruction,028-dims-3240-432-216-108,44,200,210,0.84121287,0.8471372,0.68298465,0.93723536,0.86784405,0.8273955,0.9139544,0.84025437,0.8456426,0.68150496,0.9335073,0.86974466,0.8228404,0.90946805,0.08570208,0.08532461,3037284,0.00019885495,1.3665488e-05,12960
MLP-reconstruction,029-dims-3240-1728-432-216-108,42,150,210,0.86370516,0.86974496,0.7273344,0.95596284,0.88425654,0.855702,0.9428026,0.86339647,0.8693097,0.7268156,0.9526387,0.8848357,0.85431916,0.9380957,0.065537155,0.06042875,12931812,0.0015989195,0.00011163471,12960
MLP-reconstruction,029-dims-3240-1728-432-216-108,43,210,210,0.89177734,0.8972147,0.7831502,0.9669694,0.9063745,0.8882382,0.9581373,0.88896096,0.89371043,0.7781154,0.9643632,0.9101796,0.8778266,0.9543585,0.058947273,0.058947273,12931812,0.0016192255,8.409727e-05,12960
MLP-reconstruction,029-dims-3240-1728-432-216-108,44,180,210,0.891042,0.8985134,0.7810793,0.9692569,0.8901573,0.90702784,0.96115017,0.8862791,0.8934894,0.77154124,0.9663624,0.89006376,0.8969416,0.9573386,0.062118135,0.061128765,12931812,0.0016792637,0.00011459987,12960
MLP-reconstruction,030-dims-3240-864-432-216-108,42,210,210,0.8776331,0.8845919,0.7543918,0.9595191,0.88730663,0.88189363,0.9483917,0.87165844,0.878217,0.7427363,0.9558608,0.8864032,0.87018055,0.9425426,0.07061727,0.07061727,6584868,0.00065267994,8.438938e-05,12960
MLP-reconstruction,030-dims-3240-864-432-216-108,43,160,210,0.8804879,0.88906735,0.7598764,0.9622514,0.8778245,0.9006019,0.9530638,0.8749892,0.8835429,0.7487941,0.9591172,0.8754991,0.8917358,0.9494445,0.07329299,0.07004674,6584868,0.0006516077,8.650818e-05,12960
MLP-reconstruction,030-dims-3240-864-432-216-108,44,200,210,0.8844673,0.88791907,0.770617,0.96360415,0.91704947,0.8605824,0.9530857,0.8817372,0.8850681,0.7653929,0.95968556,0.9158692,0.8562713,0.946707,0.07059792,0.0701886,6584868,0.0006462096,6.52731e-05,12960
MLP-reconstruction,031-dims-3240-1728-864-432-216-108,42,140,210,0.7922056,0.8022069,0.58361363,0.9132774,0.81223947,0.7924191,0.88067245,0.79673845,0.8068719,0.5925524,0.9132623,0.8154856,0.79843825,0.88089585,0.13093713,0.12347667,15173028,0.0019192409,0.00012966026,12960
MLP-reconstruction,031-dims-3240-1728-864-432-216-108,43,130,210,0.7955794,0.8027546,0.5917943,0.9101171,0.8243614,0.7822515,0.8768981,0.7981659,0.80481887,0.59725523,0.9115983,0.8284533,0.7824955,0.87808675,0.13926208,0.12945625,15173028,0.0019263728,0.00012449238,12960
MLP-reconstruction,031-dims-3240-1728-864-432-216-108,44,160,210,0.7951901,0.80177504,0.5913936,0.90977,0.8260157,0.77891654,0.8759355,0.7953975,0.8014107,0.5921887,0.9101312,0.82818466,0.77631366,0.87654036,0.1308331,0.1266644,15173028,0.001964261,0.0001274773,12960
